pct,chemical,chemical_code,total_items,total_tabs_caps
99D,Dabigatran Etexilate,0208020X0,5692,219226
06A,Valproic Acid,0402030Q0,5689,219182
07P,Procyclidine Hydrochloride,0409020S0,7308,219177
05W,Peppermint Oil,0102000T0,2469,219096
10Q,Fenofibrate,0212000P0,6583,219082
03J,Olanzapine,040201060,13027,218960
01G,Risperidone,040201030,9292,218914
99A,Tranexamic Acid,0211000P0,3197,218897
09D,Cyclizine Hydrochloride,0406000F0,4902,218872
07H,Irbesartan,0205052I0,7021,218844
05A,Escitalopram,0403030X0,7669,218814
08W,Estradiol with Progestogen,0604011L0,2436,218780
99A,Acamprosate Calcium,0410010A0,2196,218757
02R,Paroxetine Hydrochloride,0403030P0,6559,218754
01R,Oxycodone Hydrochloride,0407020AD,3746,218739
04C,Dapagliflozin,0601023AG,7136,218709
04H,Nifedipine,0206020R0,4723,218676
15C,Fludrocortisone Acetate,0603010I0,6834,218607
04E,Duloxetine Hydrochloride,0403040Y0,6477,218582
07L,Duloxetine Hydrochloride,0403040Y0,8700,218582
07Q,Paroxetine Hydrochloride,0403030P0,4079,218541
05C,Valproic Acid,0402030Q0,3899,218532
06M,Flecainide Acetate,0203020I0,2885,218527
06P,Risperidone,040201030,5184,218510
03V,Lamotrigine,0408010H0,3937,218490
00K,Lercanidipine Hydrochloride,0206020L0,6389,218489
02W,Empagliflozin,0601023AN,8049,218477
08T,Bisacodyl,0106020C0,7596,218448
06Y,Ezetimibe,0212000L0,7377,218438
00X,Paroxetine Hydrochloride,0403030P0,5471,218376
03N,Rabeprazole Sodium,0103050T0,5396,218350
08A,Ezetimibe,0212000L0,6245,218335
00V,Ezetimibe,0212000L0,6345,218289
06K,Bezafibrate,0212000D0,7290,218285
00T,Alverine Citrate,0102000A0,2489,218177
07N,Melatonin,0401010AD,4606,218168
12D,Nifedipine,0206020R0,3914,218162
09A,Esomeprazole,0103050E0,4248,218154
06V,Olmesartan Medoxomil,0205052B0,7747,218109
06H,Phenobarbital,0408010N0,3529,218093
11E,Pravastatin Sodium,0212000X0,6838,218077
06A,Bisacodyl,0106020C0,4834,218037
13T,Eplerenone,0202030X0,11514,217996
08M,Diltiazem Hydrochloride,0206020C0,7583,217985
15C,Rabeprazole Sodium,0103050T0,6216,217954
02D,Diltiazem Hydrochloride,0206020C0,6858,217864
04F,Melatonin,0401010AD,4378,217851
08K,Rosuvastatin Calcium,0212000AA,6509,217838
01K,Ropinirole Hydrochloride,0409010H0,5222,217821
05W,Cinnarizine,0406000D0,2436,217811
08F,Olanzapine,040201060,8350,217791
15C,Sotalol Hydrochloride,0204000T0,3182,217684
04C,Memantine Hydrochloride,0411000G0,8453,217652
00C,Indapamide,0202010P0,7062,217651
99H,Clonazepam,0408010F0,4547,217647
08T,Hyoscine Butylbromide,0102000N0,3446,217627
02G,Docusate Sodium,0106020I0,3100,217622
07K,Docusate Sodium,0106020I0,3242,217582
06P,Spironolactone,0202030S0,6493,217568
06Q,Estradiol,0604011G0,3079,217566
01A,Flecainide Acetate,0203020I0,3535,217536
07N,Olanzapine,040201060,10976,217523
01X,Linagliptin,0601023AE,6888,217523
99C,Sitagliptin,0601023X0,9560,217501
09P,Phenytoin Sodium,0408010Q0,3234,217476
10K,Nifedipine,0206020R0,3668,217439
06W,Paroxetine Hydrochloride,0403030P0,6108,217426
00L,Dabigatran Etexilate,0208020X0,3848,217419
01A,Memantine Hydrochloride,0411000G0,8027,217417
01H,Verapamil Hydrochloride,0206020T0,4161,217412
02F,Lithium Carbonate,0402030K0,6558,217351
03W,Pantoprazole,0103050R0,5908,217326
05T,Verapamil Hydrochloride,0206020T0,4276,217315
01K,Nortriptyline,0403010V0,3325,217305
99J,Eplerenone,0202030X0,8539,217249
03A,Spironolactone,0202030S0,10458,217244
NKI,Methadone Hydrochloride,0407020M0,1491,217179
09L,Esomeprazole,0103050E0,3857,217129
03V,Sulfasalazine,0105010E0,1790,217093
09D,Lithium Carbonate,0402030K0,5939,217085
07T,Nifedipine,0206020R0,4081,217070
10D,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2022,217030
15F,Alverine Citrate,0102000A0,2526,217017
00C,Senna,0106020M0,7112,217015
10Q,Dipyridamole,0209000L0,2884,217003
00X,Duloxetine Hydrochloride,0403040Y0,6293,216982
03M,Zopiclone,0401010Z0,12205,216981
09Y,Estradiol,0604011G0,2481,216956
07J,Bumetanide,0202020D0,5312,216955
04E,Perindopril Erbumine,0205051M0,7460,216839
03F,Domperidone,0406000J0,3994,216835
06Q,Carbimazole,0602020D0,4643,216789
01H,Ivabradine,0206030Y0,4061,216777
12D,Verapamil Hydrochloride,0206020T0,4129,216746
06A,Irbesartan,0205052I0,5656,216687
04Y,Quetiapine,0402010AB,5885,216641
03A,Peppermint Oil,0102000T0,2348,216630
04G,Fludrocortisone Acetate,0603010I0,6969,216599
08J,Dapagliflozin,0601023AG,5692,216579
01F,Cyclizine Hydrochloride,0406000F0,3931,216515
01H,Alginic Acid Compound Preparations,0101021B0,2603,216462
02X,Metoclopramide Hydrochloride,0406000P0,3963,216458
08F,Canagliflozin,0601023AM,5393,216441
03L,Alginic Acid Compound Preparations,0101021B0,2938,216431
03V,Carbamazepine,0408010C0,2864,216415
01C,Prochlorperazine Maleate,0406000T0,5346,216393
05N,Cyclizine Hydrochloride,0406000F0,4043,216388
00R,Pramipexole,0409010W0,4470,216381
03T,Trazodone Hydrochloride,0403010X0,6461,216281
01E,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2670,216264
09G,Procyclidine Hydrochloride,0409020S0,5166,216241
08J,Loperamide Hydrochloride,0104020L0,2599,216238
10D,Topiramate,040801050,3112,216188
02T,Pravastatin Sodium,0212000X0,6630,216182
07J,Topiramate,040801050,3568,216182
04F,Topiramate,040801050,2671,216133
08V,Co-Dydramol (Dihydrocodeine/Paracet),0407010N0,2350,216102
05H,Digoxin,0201010F0,8167,216042
08T,Risperidone,040201030,9046,216041
03K,Cinnarizine,0406000D0,2529,216015
11N,Pantoprazole,0103050R0,5887,215983
02X,Clonazepam,0408010F0,4396,215961
99J,Empagliflozin,0601023AN,7908,215946
06M,Ranolazine,0206030Z0,3308,215944
08R,Estradiol with Progestogen,0604011L0,2385,215940
01G,Ezetimibe,0212000L0,7976,215927
99G,Nifedipine,0206020R0,3289,215908
09H,Esomeprazole,0103050E0,5023,215905
08J,Betahistine Hydrochloride,0406000B0,3143,215832
08F,Methylphenidate Hydrochloride,0404000M0,5680,215789
04G,Moxonidine,0205020M0,5991,215770
06T,Ursodeoxycholic Acid,0109010U0,2304,215765
01A,Dapagliflozin,0601023AG,7306,215708
08F,Paroxetine Hydrochloride,0403030P0,5393,215675
00T,Linagliptin,0601023AE,7502,215643
99H,Risperidone,040201030,6221,215589
01D,Ivabradine,0206030Y0,4124,215568
04D,Cinnarizine,0406000D0,3103,215546
09H,Isosorbide Mononitrate,0206010K0,6058,215544
10E,Escitalopram,0403030X0,6544,215543
08N,Glimepiride,0601021A0,4718,215537
05Y,Bumetanide,0202020D0,3360,215491
00M,Nefopam Hydrochloride,0407010P0,2613,215464
06F,Tranexamic Acid,0211000P0,3336,215409
00C,Duloxetine Hydrochloride,0403040Y0,10473,215402
05N,Bisacodyl,0106020C0,4130,215398
06P,Alogliptin,0601023AK,5728,215393
07R,Pravastatin Sodium,0212000X0,4575,215355
00D,Pizotifen Malate,0407042Q0,5907,215353
04D,Clonazepam,0408010F0,6561,215349
10A,Metoclopramide Hydrochloride,0406000P0,3560,215342
15A,Dosulepin Hydrochloride,0403010J0,3679,215335
08V,Tranexamic Acid,0211000P0,3286,215308
10E,Digoxin,0201010F0,6945,215294
07R,Candesartan Cilexetil,0205052C0,3948,215292
00Y,Escitalopram,0403030X0,7184,215286
02Y,Bisacodyl,0106020C0,4002,215278
02P,Buprenorphine Hydrochloride,0410030A0,9609,215275
99E,Ezetimibe,0212000L0,5330,215242
10X,Enalapril Maleate,0205051I0,3903,215150
99N,Fludrocortisone Acetate,0603010I0,5723,215121
07H,Lithium Carbonate,0402030K0,5606,215039
11E,Nifedipine,0206020R0,4903,215020
03R,Methylphenidate Hydrochloride,0404000M0,5348,214980
08Y,Co-Beneldopa (Benserazide/Levodopa),0409010K0,2299,214964
08Q,Felodipine,0206020F0,5915,214936
01Y,Linagliptin,0601023AE,7697,214933
02P,Temazepam,0401010T0,8272,214921
05H,Risperidone,040201030,5293,214846
06M,Esomeprazole,0103050E0,4607,214843
01V,Nifedipine,0206020R0,4759,214815
07K,Sotalol Hydrochloride,0204000T0,4024,214809
99C,Clonidine Hydrochloride,0407042F0,2147,214808
08J,Pravastatin Sodium,0212000X0,5709,214788
08L,Sulfasalazine,0105010E0,1370,214758
06Y,Estradiol,0604011G0,2617,214738
10X,Nicorandil,0206030N0,2876,214680
99G,Risperidone,040201030,5514,214677
13T,Glimepiride,0601021A0,7324,214643
10R,Trazodone Hydrochloride,0403010X0,5870,214588
07Y,Risperidone,040201030,8493,214552
04F,Lercanidipine Hydrochloride,0206020L0,4980,214542
02Q,Rosuvastatin Calcium,0212000AA,7712,214471
07P,Carvedilol,020400080,4114,214410
01D,Ticagrelor,0209000Z0,3469,214408
99D,Carvedilol,020400080,5281,214356
08R,Sulfasalazine,0105010E0,1648,214353
05Y,Docusate Sodium,0106020I0,3052,214334
04Y,Dihydrocodeine Tartrate,0407020G0,2448,214286
10X,Alogliptin,0601023AK,5285,214244
00J,Phenytoin Sodium,0408010Q0,4772,214210
06F,Moxonidine,0205020M0,4322,214202
05X,Nifedipine,0206020R0,3261,214161
04K,Irbesartan,0205052I0,5553,214139
15M,Methyldopa,0205020H0,2259,214119
01J,Bisacodyl,0106020C0,4231,214100
05C,Cinnarizine,0406000D0,2431,214066
01K,Valproic Acid,0402030Q0,4584,214040
05N,Memantine Hydrochloride,0411000G0,8667,214039
11A,Estradiol Valerate,0604011K0,2322,214033
05X,Ezetimibe,0212000L0,5265,214030
07J,Olmesartan Medoxomil,0205052B0,7636,214017
07W,Oxycodone Hydrochloride,0407020AD,3924,214008
00V,Bisacodyl,0106020C0,4048,214004
07Q,Phenytoin Sodium,0408010Q0,2673,213974
05A,Ropinirole Hydrochloride,0409010H0,4609,213913
07R,Isosorbide Mononitrate,0206010K0,5166,213909
08X,Bisacodyl,0106020C0,6469,213902
07Q,Sotalol Hydrochloride,0204000T0,2275,213896
03M,Linagliptin,0601023AE,8217,213884
05X,Estradiol with Progestogen,0604011L0,2315,213829
07G,Glimepiride,0601021A0,6526,213824
01J,Ranolazine,0206030Z0,3777,213823
01D,Glimepiride,0601021A0,4811,213815
04N,Bumetanide,0202020D0,3639,213808
00P,Pizotifen Malate,0407042Q0,6825,213794
07K,Lithium Carbonate,0402030K0,6437,213785
08C,Linagliptin,0601023AE,13057,213760
07J,Alogliptin,0601023AK,9202,213718
08E,Nortriptyline,0403010V0,3904,213641
10J,Diltiazem Hydrochloride,0206020C0,4670,213632
00L,Ivabradine,0206030Y0,5454,213622
00N,Digoxin,0201010F0,10964,213597
01Y,Nebivolol,0204000AB,6846,213527
06Y,Lorazepam,0401020P0,6801,213523
01F,Clonidine Hydrochloride,0407042F0,1730,213496
11N,Temazepam,0401010T0,8523,213479
15A,Lacidipine,0206020K0,6901,213423
03R,Orlistat,0405010P0,2217,213402
01T,Digoxin,0201010F0,7671,213369
10K,Duloxetine Hydrochloride,0403040Y0,5053,213361
00Y,Orlistat,0405010P0,2359,213354
09E,Dihydrocodeine Tartrate,0407020G0,2380,213321
05D,Estradiol with Progestogen,0604011L0,2406,213306
08W,Lercanidipine Hydrochloride,0206020L0,4852,213295
99F,Donepezil Hydrochloride,0411000D0,8235,213265
07M,Tranexamic Acid,0211000P0,3106,213237
07R,Hyoscine Butylbromide,0102000N0,2374,213228
10R,Dapagliflozin,0601023AG,5066,213198
07L,Diltiazem Hydrochloride,0206020C0,5883,213195
02Y,Ranolazine,0206030Z0,3773,213175
10E,Estradiol with Progestogen,0604011L0,2502,213175
00K,Orlistat,0405010P0,2475,213162
99N,Procyclidine Hydrochloride,0409020S0,4630,213150
15M,Chlorpromazine Hydrochloride,0402010D0,4926,213135
08T,Topiramate,040801050,3711,213101
13T,Metoprolol Tartrate,0204000K0,5145,213089
10C,Candesartan Cilexetil,0205052C0,5848,213037
99A,Alendronic Acid,0606020A0,47975,213031
08A,Pravastatin Sodium,0212000X0,5597,212983
11N,Sumatriptan Succinate,0407041T0,22937,212959
02P,Methylphenidate Hydrochloride,0404000M0,4973,212915
01F,Finasteride,0604020C0,6543,212893
07Q,Ursodeoxycholic Acid,0109010U0,1438,212874
15E,Metformin Hydrochloride/Vildagliptin,0601023Z0,2924,212839
09L,Bumetanide,0202020D0,4519,212807
01E,Digoxin,0201010F0,8476,212754
05D,Nicorandil,0206030N0,4088,212730
03L,Memantine Hydrochloride,0411000G0,7742,212719
08V,Morphine Sulfate,0407020Q0,3848,212705
05Q,Linagliptin,0601023AE,8265,212696
07R,Irbesartan,0205052I0,4170,212629
03J,Digoxin,0201010F0,9249,212621
02E,Melatonin,0401010AD,2869,212551
07X,Sotalol Hydrochloride,0204000T0,3783,212503
02Y,Paroxetine Hydrochloride,0403030P0,6168,212455
15N,Chlorpromazine Hydrochloride,0402010D0,4698,212428
05A,Alendronic Acid,0606020A0,48013,212408
15A,Carbimazole,0602020D0,3761,212405
10Q,Clobazam,040801060,4775,212403
06H,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,6835,212362
09H,Estradiol with Progestogen,0604011L0,2232,212355
00D,Alendronic Acid,0606020A0,49236,212282
03A,Clonidine Hydrochloride,0407042F0,1853,212261
02F,Topiramate,040801050,2925,212252
05N,Metoclopramide Hydrochloride,0406000P0,3826,212233
04L,Digoxin,0201010F0,6799,212231
15C,Moxonidine,0205020M0,5314,212216
08E,Risperidone,040201030,7439,212185
05D,Ezetimibe,0212000L0,7067,212159
00T,Colesevelam Hydrochloride,0212000AD,1749,212144
07V,Sotalol Hydrochloride,0204000T0,3379,211965
05J,Co-Beneldopa (Benserazide/Levodopa),0409010K0,2132,211932
00N,Donepezil Hydrochloride,0411000D0,15192,211909
116,Buprenorphine Hydrochloride,0410030A0,9142,211843
07K,Cyclizine Hydrochloride,0406000F0,3839,211774
01V,Estradiol with Progestogen,0604011L0,2033,211739
15D,Docusate Sodium,0106020I0,3097,211682
08R,Zopiclone,0401010Z0,11587,211673
02E,Rosuvastatin Calcium,0212000AA,5835,211668
04G,Carvedilol,020400080,4301,211661
00Q,Linagliptin,0601023AE,7125,211601
08G,Ticagrelor,0209000Z0,4193,211575
06H,Estradiol Valerate,0604011K0,2451,211570
00Q,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2133,211555
11M,Linagliptin,0601023AE,9205,211540
04E,Dosulepin Hydrochloride,0403010J0,4028,211523
09F,Digoxin,0201010F0,6724,211512
03V,Mesalazine (Systemic),0105010B0,2052,211494
08L,Escitalopram,0403030X0,5362,211470
03N,Estradiol,0604011G0,2700,211344
08X,Nicorandil,0206030N0,6335,211330
07M,Cyclizine Hydrochloride,0406000F0,4224,211283
15E,Nitrazepam,0401010R0,6940,211279
15A,Clonidine Hydrochloride,0407042F0,1687,211235
04C,Ticagrelor,0209000Z0,3662,211174
10J,Spironolactone,0202030S0,7884,211173
08A,Clonazepam,0408010F0,4761,211161
03Q,Paroxetine Hydrochloride,0403030P0,5701,211114
02F,Phenytoin Sodium,0408010Q0,2829,211093
09C,Diltiazem Hydrochloride,0206020C0,5085,211091
01X,Donepezil Hydrochloride,0411000D0,7626,211079
08G,Bumetanide,0202020D0,6135,211078
01H,Empagliflozin,0601023AN,6903,211063
08C,Bisacodyl,0106020C0,6058,211043
08E,Ticagrelor,0209000Z0,3405,211033
01X,Pantoprazole,0103050R0,5392,211026
15N,Amantadine Hydrochloride,0409010B0,3659,211008
00Y,Ivabradine,0206030Y0,4207,210995
99D,Bumetanide,0202020D0,5059,210976
06N,Orlistat,0405010P0,2186,210957
10Q,Clonidine Hydrochloride,0407042F0,1932,210917
02P,Ropinirole Hydrochloride,0409010H0,6137,210896
11X,Irbesartan,0205052I0,5584,210882
08D,Pravastatin Sodium,0212000X0,6710,210876
07G,Clonidine Hydrochloride,0407042F0,1903,210823
09W,Empagliflozin,0601023AN,6606,210819
11A,Dutasteride,0604020B0,5977,210810
06Y,Ursodeoxycholic Acid,0109010U0,1903,210783
10D,Felodipine,0206020F0,4905,210766
09G,Tranexamic Acid,0211000P0,3143,210741
05A,Pizotifen Malate,0407042Q0,4277,210735
03N,Valproic Acid,0402030Q0,5496,210712
06V,Pantoprazole,0103050R0,7124,210655
10J,Prochlorperazine Maleate,0406000T0,5305,210654
07G,Rosuvastatin Calcium,0212000AA,7064,210638
02D,Docusate Sodium,0106020I0,3495,210637
02N,Sitagliptin,0601023X0,6391,210595
99F,Esomeprazole,0103050E0,4560,210548
01G,Peppermint Oil,0102000T0,2881,210502
01R,Ezetimibe,0212000L0,6116,210497
07K,Irbesartan,0205052I0,7055,210497
00P,Linagliptin,0601023AE,12840,210463
10V,Clonazepam,0408010F0,4491,210462
07H,Olanzapine,040201060,8625,210453
08P,Ezetimibe,0212000L0,7223,210449
10Q,Sumatriptan Succinate,0407041T0,20978,210445
10D,Irbesartan,0205052I0,4953,210359
01H,Estradiol,0604011G0,2328,210294
10D,Pancreatin,0109040N0,970,210258
11N,Phenobarbital,0408010N0,3043,210114
07T,Tolbutamide,0601021X0,2857,210111
01G,Ticagrelor,0209000Z0,4436,210098
99N,Fenofibrate,0212000P0,5756,210069
01C,Verapamil Hydrochloride,0206020T0,4654,210061
99J,Tranexamic Acid,0211000P0,3280,210005
12D,Trazodone Hydrochloride,0403010X0,7279,210000
02W,Sitagliptin,0601023X0,8146,209913
07L,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2576,209907
08M,Ezetimibe,0212000L0,9339,209825
05F,Risperidone,040201030,6679,209795
10V,Prochlorperazine Maleate,0406000T0,4909,209722
06L,Valproic Acid,0402030Q0,4001,209720
06L,Methylphenidate Hydrochloride,0404000M0,5272,209693
06P,Clonidine Hydrochloride,0407042F0,1583,209689
99G,Enalapril Maleate,0205051I0,3677,209639
04C,Ranolazine,0206030Z0,3611,209637
05F,Olanzapine,040201060,8380,209611
02M,Paroxetine Hydrochloride,0403030P0,6544,209604
06T,Procyclidine Hydrochloride,0409020S0,6285,209601
08W,Dapagliflozin,0601023AG,5039,209600
15F,Carbimazole,0602020D0,5097,209561
02Y,Estradiol,0604011G0,2692,209555
06A,Alverine Citrate,0102000A0,2727,209516
06F,Norethisterone,0604012P0,3999,209511
04Q,Sotalol Hydrochloride,0204000T0,3818,209509
99H,Duloxetine Hydrochloride,0403040Y0,5109,209497
08Q,Estradiol with Progestogen,0604011L0,2354,209473
08Y,Mebeverine Hydrochloride,0102000P0,2459,209458
07L,Spironolactone,0202030S0,11439,209448
03Q,Linagliptin,0601023AE,7861,209441
08L,Melatonin,0401010AD,3587,209347
05A,Norethisterone,0604012P0,3872,209322
09F,Clonidine Hydrochloride,0407042F0,1648,209322
11A,Telmisartan,0205052Q0,4359,209302
08M,Carbimazole,0602020D0,5528,209253
02Y,Lacidipine,0206020K0,6036,209249
08F,Perindopril Erbumine,0205051M0,4962,209241
99C,Ursodeoxycholic Acid,0109010U0,2414,209169
05H,Melatonin,0401010AD,4279,209164
03J,Estradiol with Progestogen,0604011L0,2227,209156
01T,Prochlorperazine Maleate,0406000T0,4429,209126
10K,Empagliflozin,0601023AN,4474,209016
12D,Prochlorperazine Maleate,0406000T0,5386,208990
15C,Ivabradine,0206030Y0,4888,208967
06K,Domperidone,0406000J0,3613,208951
99M,Prochlorperazine Maleate,0406000T0,5105,208944
02R,Procyclidine Hydrochloride,0409020S0,6809,208938
07H,Clonazepam,0408010F0,5120,208938
00Y,Lacidipine,0206020K0,6284,208920
09G,Eplerenone,0202030X0,6620,208920
07Q,Lithium Carbonate,0402030K0,3883,208871
99C,Bumetanide,0202020D0,5286,208814
02E,Clonidine Hydrochloride,0407042F0,1665,208801
08X,Digoxin,0201010F0,13909,208795
09W,Risperidone,040201030,6543,208788
08C,Empagliflozin,0601023AN,7974,208778
15A,Melatonin,0401010AD,4308,208770
99F,Lercanidipine Hydrochloride,0206020L0,4613,208749
99M,Methylphenidate Hydrochloride,0404000M0,5215,208732
01Y,Phenytoin Sodium,0408010Q0,3190,208700
02T,Spironolactone,0202030S0,9746,208690
04V,Edoxaban,0208020AA,7802,208679
04Y,Ezetimibe,0212000L0,5794,208664
06L,Midodrine Hydrochloride,0207020Y0,2522,208662
07V,Paroxetine Hydrochloride,0403030P0,5143,208657
03R,Ursodeoxycholic Acid,0109010U0,2006,208642
08Q,Risperidone,040201030,9955,208601
07T,Oxycodone Hydrochloride,0407020AD,3292,208546
05V,Enalapril Maleate,0205051I0,4884,208533
05A,Carbimazole,0602020D0,5040,208521
10E,Linagliptin,0601023AE,6639,208513
15E,Lacosamide,0408010AH,3099,208480
99G,Empagliflozin,0601023AN,5567,208448
03H,Clonazepam,0408010F0,5942,208425
11N,Fludrocortisone Acetate,0603010I0,6512,208398
07M,Procyclidine Hydrochloride,0409020S0,5992,208349
03F,Procyclidine Hydrochloride,0409020S0,7610,208323
00D,Orlistat,0405010P0,2361,208301
11J,Phenobarbital,0408010N0,2736,208292
09J,Paroxetine Hydrochloride,0403030P0,5075,208291
08M,Enalapril Maleate,0205051I0,6376,208287
99J,Ursodeoxycholic Acid,0109010U0,2170,208237
02Y,Glimepiride,0601021A0,6394,208229
03J,Rivaroxaban,0208020Y0,7119,208192
09A,Estradiol with Progestogen,0604011L0,2380,208182
07J,Ezetimibe,0212000L0,7523,208173
06D,Zopiclone,0401010Z0,10558,208145
06A,Olanzapine,040201060,10169,208143
06M,Nefopam Hydrochloride,0407010P0,1962,208143
10L,Enalapril Maleate,0205051I0,4733,208050
01J,Topiramate,040801050,3346,208020
05G,Bisacodyl,0106020C0,3534,208018
07X,Metoclopramide Hydrochloride,0406000P0,3632,208015
11N,Colesevelam Hydrochloride,0212000AD,1511,208009
08A,Pantoprazole,0103050R0,6129,207975
04V,Bezafibrate,0212000D0,6017,207971
04Y,Linagliptin,0601023AE,6115,207914
03Q,Trazodone Hydrochloride,0403010X0,5163,207899
03V,Atenolol,0204000E0,7161,207885
05W,Linagliptin,0601023AE,7464,207871
08M,Norethisterone,0604012P0,3468,207852
13T,Pioglitazone Hydrochloride,0601023B0,9357,207848
00Y,Clonazepam,0408010F0,4498,207847
99H,Lithium Carbonate,0402030K0,3991,207821
08H,Prochlorperazine Maleate,0406000T0,4332,207778
05W,Pizotifen Malate,0407042Q0,3974,207763
06P,Olanzapine,040201060,7245,207759
03L,Metoclopramide Hydrochloride,0406000P0,3628,207705
08K,Linagliptin,0601023AE,13919,207699
11N,Imipramine Hydrochloride,0403010N0,2669,207699
04V,Flecainide Acetate,0203020I0,3091,207682
08R,Enalapril Maleate,0205051I0,4188,207677
05J,Duloxetine Hydrochloride,0403040Y0,5039,207674
09G,Ivabradine,0206030Y0,3940,207668
02A,Sitagliptin,0601023X0,7355,207667
09L,Linagliptin,0601023AE,6647,207660
11E,Betahistine Hydrochloride,0406000B0,2428,207632
01W,Lithium Carbonate,0402030K0,6739,207612
08Q,Linagliptin,0601023AE,12474,207606
10R,Ezetimibe,0212000L0,5397,207599
00M,Dipyridamole,0209000L0,3109,207572
15F,Clomipramine Hydrochloride,0403010F0,3691,207560
06Y,Melatonin,0401010AD,3621,207535
05V,Estradiol with Progestogen,0604011L0,2295,207497
05D,Co-Beneldopa (Benserazide/Levodopa),0409010K0,2175,207497
02Y,Alginic Acid Compound Preparations,0101021B0,2768,207480
02D,Sulfasalazine,0105010E0,2016,207463
13T,Estradiol,0604011G0,2249,207426
00X,Prochlorperazine Maleate,0406000T0,4547,207417
06K,Norethisterone,0604012P0,4061,207400
11E,Ezetimibe,0212000L0,7154,207377
